source_site,job_title,institution,department_or_school,country,city_or_region,rank_type,area_specialization,contract_type,teaching_expectations,research_expectations,posted_date,deadline_or_review_date,salary_currency,salary_range,job_url,combined_urls,id,consortium_member,confidence
TSPA,"Group Leader, Safety Model Operations (APAC) – AI Data Service Operations",TikTok,,Malaysia,Kuala Lumpur,,Trust & Safety,,,,2026-08-10,,,,https://lifeattiktok.com/search/7594767288634755381,https://lifeattiktok.com/search/7594767288634755381,501,,0.90
TSPA,Scaled Enforcement Lead – TikTok LIVE Ecosystem,TikTok,,United States,"Los Angeles, CA",,Trust & Safety,,,,2026-08-10,,,,https://lifeattiktok.com/search/7624366224198355253,https://lifeattiktok.com/search/7624366224198355253,500,,0.90
TSPA,"Content Enforcement Quality Assurance Associate, Eco Governance – AI Data Service and Operations",TikTok,,Thailand,Bangkok,,Trust & Safety,,,,2026-08-10,,,,https://lifeattiktok.com/search/7605598846446094645,https://lifeattiktok.com/search/7605598846446094645,499,,0.85
TSPA,AI Trust & Safety Product Manager,Shopee,,Singapore,Singapore,,Trust & Safety,,,,2026-08-10,,,,https://careers.shopee.sg/job-detail/J02172517/1,https://careers.shopee.sg/job-detail/J02172517/1,498,,0.95
TSPA,"Assistant Manager, Platform Safety",Grab,,Singapore,Singapore,,Trust & Safety,,,,2026-08-10,,,,https://jobs.smartrecruiters.com/Grab/744000141402439-assistant-manager-platform-safety?trid=2d92f286-613b-4daf-9dfa-6340ffbecf73,https://jobs.smartrecruiters.com/Grab/744000141402439-assistant-manager-platform-safety?trid=2d92f286-613b-4daf-9dfa-6340ffbecf73,497,,0.90
TSPA,Regulatory Escalations Specialist,Meta,,Singapore,Singapore,,Trust & Safety,,,,2026-08-10,,,,https://www.metacareers.com/profile/job_details/1560401342358676/,https://www.metacareers.com/profile/job_details/1560401342358676/,496,,0.90
TSPA,"Product Manager, Agentic Safety",Google,,Singapore,Singapore,,AI Safety,,,,2026-08-10,,,,https://www.google.com/about/careers/applications/jobs/results/128016694000919238-product-manager/,https://www.google.com/about/careers/applications/jobs/results/128016694000919238-product-manager/,495,,0.85
TSPA,Senior Trust and Safety Operations Analyst,Twitch,,Australia,Sydney,,Trust & Safety,,,,2026-08-10,,,,https://job-boards.greenhouse.io/twitch/jobs/8596758002,https://job-boards.greenhouse.io/twitch/jobs/8596758002,494,,0.95
TSPA,"Senior Strategist, Trust and Safety",Google,,India,"Hyderabad, Telangana",,Trust & Safety,,,,2026-08-10,,,,https://www.google.com/about/careers/applications/jobs/results/92263044934968006-senior-strategist/,https://www.google.com/about/careers/applications/jobs/results/92263044934968006-senior-strategist/,493,,0.95
TSPA,"Senior Data Scientist, Trust",Linktree,,"United States, Australia","Los Angeles, CA; San Francisco, CA; Melbourne, VIC; Sydney, NSW",,Trust & Safety,,,,2026-08-10,,,,https://jobs.gem.com/linktree/am9icG9zdDpqDh5o5sniDjN8K-_2XbdL,https://jobs.gem.com/linktree/am9icG9zdDpqDh5o5sniDjN8K-_2XbdL,492,,0.90
TSPA,"Manager/ Senior Manager, Online Safety Regulation",IMDA,,Singapore,Singapore,,Online Safety,,,,2026-08-10,,,,https://sggovterp.wd102.myworkdayjobs.com/en-US/PublicServiceCareers/job/IMD---Mapletree-Business-City-MBC-BLK-10/Manager--Senior-Manager--Online-Safety-Regulation_JR-10000052398,https://sggovterp.wd102.myworkdayjobs.com/en-US/PublicServiceCareers/job/IMD---Mapletree-Business-City-MBC-BLK-10/Manager--Senior-Manager--Online-Safety-Regulation_JR-10000052398,491,,0.80
TSPA,Trust & Safety Associate Manager,Accenture,,India,Hyderabad,,Trust & Safety,,,,2026-08-10,,,,https://www.accenture.com/in-en/careers/jobdetails?id=AIOC-S01643060_en,https://www.accenture.com/in-en/careers/jobdetails?id=AIOC-S01643060_en,490,,0.90
TSPA,"Lead AI Analytics Engineer, Trust & Safety",Grab,,Singapore,Singapore,,Trust & Safety,,,,2026-08-10,,,,https://jobs.smartrecruiters.com/Grab/744000141078449-lead-ai-analytics-engineer-trust-safety,https://jobs.smartrecruiters.com/Grab/744000141078449-lead-ai-analytics-engineer-trust-safety,489,,0.95
TSPA,Proactive Moderation Operations Specialist,Roblox,,India,"Gurugram, Haryana",,Trust & Safety,,,,2026-08-10,,,,https://careers.roblox.com/jobs/8069989,https://careers.roblox.com/jobs/8069989,488,,0.90
TSPA,Moderation Escalation Specialist,Roblox,,India,"Gurugram, Haryana",,Trust & Safety,,,,2026-08-10,,,,https://careers.roblox.com/jobs/8097435?gh_jid=8097435&gh_src=da92d0c91,https://careers.roblox.com/jobs/8097435?gh_jid=8097435&gh_src=da92d0c91,487,,0.90
TSPA,Support Escalations Specialist,Roblox,,India,"Gurugram, Haryana",,Trust & Safety,,,,2026-08-10,,,,https://careers.roblox.com/jobs/7886349,https://careers.roblox.com/jobs/7886349,486,,0.85
TSPA,"Operations Support Lead, Trust and Safety Compute",Google,,India,"Hyderabad, Telangana",,Trust & Safety,,,,2026-08-10,,,,https://www.google.com/about/careers/applications/jobs/results/80512588328116934-operations-support-lead/,https://www.google.com/about/careers/applications/jobs/results/80512588328116934-operations-support-lead/,485,,0.90
TSPA,"Policy Enforcement Manager, Trust and Safety",Google,,India,"Hyderabad, Telangana",,Trust & Safety,,,,2026-08-10,,,,https://www.google.com/about/careers/applications/jobs/results/104127100205572806-policy-enforcement-manager/,https://www.google.com/about/careers/applications/jobs/results/104127100205572806-policy-enforcement-manager/,484,,0.95
TSPA,"Senior Product Manager, Trust & Safety",Cinder,,United States,"New York, NY",,Trust & Safety,,,,2026-08-10,,,,https://jobs.ashbyhq.com/cinder/5cc00bde-02a4-409b-aa54-e3f78574f70f,https://jobs.ashbyhq.com/cinder/5cc00bde-02a4-409b-aa54-e3f78574f70f,483,,0.95
TSPA,"Security Software Engineer, Anti-Abuse/Trust & Safety (Global)",Beehiiv,,United States,Remote,,Trust & Safety,,,,2026-08-10,,,,https://beehiiv.bamboohr.com/careers/59,https://beehiiv.bamboohr.com/careers/59,482,,0.90
TSPA,Trust and Safety Analyst,Twitch,,United Kingdom,London,,Trust & Safety,,,,2026-08-10,,,,https://job-boards.greenhouse.io/twitch/jobs/8590327002,https://job-boards.greenhouse.io/twitch/jobs/8590327002,481,,0.95
TSPA,"Program Manager, Detection & Enforcement, Youth Safety",Discord,,United States,"San Francisco Bay Area, CA",,Trust & Safety,,,,2026-08-10,,,,https://job-boards.greenhouse.io/discord/jobs/8635949002,https://job-boards.greenhouse.io/discord/jobs/8635949002,480,,0.95
TSPA,Trust & Safety Lead,ClassDojo,,United States,Remote,,Trust & Safety,,,,2026-08-10,,,,https://www.classdojo.com/jobs/?ashby_jid=050fee06-9cff-479f-8627-7dda82b13029#open-roles,https://www.classdojo.com/jobs/?ashby_jid=050fee06-9cff-479f-8627-7dda82b13029#open-roles,479,,0.95
TSPA,"Director, Trust & Safety Detection and Intelligence",Fetch,,United States,Remote,,Trust & Safety,,,,2026-08-10,,,,https://jobs.gem.com/fetch/am9icG9zdDp2nE0ol89gj3f8WhoqJ-6t,https://jobs.gem.com/fetch/am9icG9zdDp2nE0ol89gj3f8WhoqJ-6t,478,,0.95
TSPA,"Commercial Policy Lead, Brand Safety & Malware",Discord,,United States,"San Francisco Bay Area, CA",,Trust & Safety,,,,2026-08-10,,,,https://discord.com/jobs/8680047002,https://discord.com/jobs/8680047002,477,,0.95
HigherEdJobs,Assistant Professor in Criminal Justice,University of Kentucky,College of Social Work,United States,"Lexington, KY",Assistant Professor,Criminal Justice,,,,2026-08-07,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179521663,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179521663,458,,
"ACJS, HigherEdJobs","Director of Undergraduate Studies in Criminal Justice - Assistant, Associate, or Professor",University of Kentucky,College of Social Work,United States,"Lexington, KY",Other,Criminal Justice undergraduate program leadership,,,,2026-08-07,Open until filled,,,https://careers.acjs.org/job/director-of-undergraduate-studies-in-criminal-justice-assistant-associate-or-professor/85493485/,"https://careers.acjs.org/job/director-of-undergraduate-studies-in-criminal-justice-assistant-associate-or-professor/85493485/, https://www.higheredjobs.com/faculty/details.cfm?JobCode=179521661",454,,
"ACJS, HigherEdJobs",Lecturer in Criminal Justice,University of Kentucky,College of Social Work,United States,"Lexington, KY",Other,Criminal Justice instruction,,,,2026-08-07,Open until filled,,,https://careers.acjs.org/job/lecturer-in-criminal-justice/85492880/,"https://careers.acjs.org/job/lecturer-in-criminal-justice/85492880/, https://www.higheredjobs.com/faculty/details.cfm?JobCode=179521662",453,,
ASC,26-152 Tenure-Track Assistant Professor of Criminal Justice,West Chester University,Department of Criminal Justice,United States,"West Chester, PA",Assistant Professor,"Cybercrime, digital forensics, cybersecurity, research methods",,,,2026-08-07,2026-10-01,,,https://www.governmentjobs.com/jobs/5400928-0/26-152-tenure-track-assistant-professor-of-criminal-justice,https://www.governmentjobs.com/jobs/5400928-0/26-152-tenure-track-assistant-professor-of-criminal-justice,410,,
HigherEdJobs,Assistant Professor,New Mexico State University,Department of Criminal Justice,United States,"Las Cruces, NM",Assistant Professor,"Criminology and Criminal Justice (open; quantitative methods, policing, cyber)",,,,2026-08-06,2026-09-07,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179521057,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179521057,459,,
ASC,Tenure-Track Assistant Professor of Criminal Justice (Position #330650),New Mexico State University,Department of Criminal Justice,United States,"Las Cruces, NM",Assistant Professor,"Criminology, Criminal Justice",,,,2026-08-06,2026-09-06,,,https://crimjust.nmsu.edu/,https://crimjust.nmsu.edu/,455,,
"ACJS, ASC",Postdoctoral Fellow,University of Maryland,Department of Criminology and Criminal Justice (CCJS),United States,"College Park, MD",Postdoctoral,"Mixed-Methods, Community-Based Gun Violence Research",,,,2026-08-06,Open until filled,,,https://careers.acjs.org/job/postdoctoral-fellow/85426635/,"https://careers.acjs.org/job/postdoctoral-fellow/85426635/, https://umd.wd1.myworkdayjobs.com/UMCP/job/University-of-Maryland-College-Park/Post-Doctoral-Associate_JR104578",451,,
HigherEdJobs,Assistant Professor of Sociology and Criminal Justice - 3419,University of North Carolina at Pembroke,Department of Sociology and Criminal Justice,United States,"Pembroke, NC",Assistant Professor,Sociology and Criminal Justice,,,,2026-08-05,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179518641,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179518641,461,,
HigherEdJobs,Assistant Professor of Criminal Justice - 3505,University of North Carolina at Pembroke,Department of Sociology and Criminal Justice,United States,"Pembroke, NC",Assistant Professor,Criminal Justice,,,,2026-08-05,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179518642,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179518642,460,,
jobs.ac.uk,Lecturer in Criminology: Policing,Lancaster University,Criminology - School of Social Sciences,United Kingdom,Lancaster,Assistant Professor,Policing,,,,2026-08-04,2026-08-31,,,https://www.jobs.ac.uk/job/DSM552/lecturer-in-criminology-policing,https://www.jobs.ac.uk/job/DSM552/lecturer-in-criminology-policing,466,,
HigherEdJobs,"9-Month, NTT Faculty Criminology & Criminal Justice Program",Saint Louis University,Criminology & Criminal Justice Program,United States,"St. Louis, MO",Other,Criminology & Criminal Justice,,,,2026-08-04,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179517931,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179517931,462,,
TSPA,Trust & Safety Evaluator with English from United Kingdom,Telus Digital,,Finland,Tampere,,Trust & Safety,,,,2026-08-03,,,,https://jobs.telusdigital.com/jobs/17794551-trust-and-safety-evaluator-with-english-from-united-kingdom,https://jobs.telusdigital.com/jobs/17794551-trust-and-safety-evaluator-with-english-from-united-kingdom,531,,0.80
TSPA,Trust & Safety Agent – Canada Market,Accenture,,Ireland,Dublin,,Trust & Safety,,,,2026-08-03,,,,https://www.accenture.com/ie-en/careers/jobdetails?id=R00348003_en,https://www.accenture.com/ie-en/careers/jobdetails?id=R00348003_en,530,,0.80
TSPA,Staff Machine Learning Engineer – Policy & Safety,Spotify,,"United Kingdom, Sweden","London, UK; Stockholm, Sweden",,Trust & Safety,,,,2026-08-03,,,,https://jobs.lever.co/spotify/b441bb85-24c0-4ef4-971a-1372952c1c32,https://jobs.lever.co/spotify/b441bb85-24c0-4ef4-971a-1372952c1c32,529,,0.90
TSPA,"Senior Decision Scientist, Trust & Safety, Detection",Vinted,,Lithuania,Vilnius; Kaunas,,Trust & Safety,,,,2026-08-03,,,,https://careers.vinted.com/jobs/j/4895120101,https://careers.vinted.com/jobs/j/4895120101,528,,0.95
TSPA,"Cross-Product Abuse Analyst, VE Egregious Harms Enforcement",Google,,Ireland,Dublin,,Trust & Safety,,,,2026-08-03,,,,https://www.google.com/about/careers/applications/jobs/results/75903530073760454-crossproduct-abuse-analyst/,https://www.google.com/about/careers/applications/jobs/results/75903530073760454-crossproduct-abuse-analyst/,527,,0.95
TSPA,Trust & Safety Engineer,Lovable,,Sweden,Stockholm,,Trust & Safety,,,,2026-08-03,,,,https://jobs.ashbyhq.com/lovable/13c2f37b-a60c-4601-993b-88baac9cbdfc,https://jobs.ashbyhq.com/lovable/13c2f37b-a60c-4601-993b-88baac9cbdfc,526,,0.95
TSPA,"Investigations Analyst, Threats",Meta,,Ireland,Dublin,,Trust & Safety,,,,2026-08-03,,,,https://www.metacareers.com/profile/job_details/37938422802423956/,https://www.metacareers.com/profile/job_details/37938422802423956/,525,,0.95
TSPA,"Decision Scientist, Trust & Safety",Vinted,,Lithuania,Vilnius; Kaunas,,Trust & Safety,,,,2026-08-03,,,,https://careers.vinted.com/jobs/j/4786907101,https://careers.vinted.com/jobs/j/4786907101,524,,0.90
TSPA,Platform Safety Analyst,Lovable,,Sweden,Stockholm,,Trust & Safety,,,,2026-08-03,,,,https://jobs.ashbyhq.com/lovable/9b35a15d-6abb-4b60-a9e7-270a68491850,https://jobs.ashbyhq.com/lovable/9b35a15d-6abb-4b60-a9e7-270a68491850,523,,0.90
TSPA,"Senior Product Policy Manager, Regional Policy (Europe)",Roblox,,Netherlands,Amsterdam,,Trust & Safety,,,,2026-08-03,,,,https://careers.roblox.com/jobs/7962542,https://careers.roblox.com/jobs/7962542,522,,0.90
TSPA,Trust and Safety Analyst Manager,Google,,Ireland,Dublin,,Trust & Safety,,,,2026-08-03,,,,https://www.google.com/about/careers/applications/jobs/results/143562527844770502-trust-and-safety-analyst-manager/,https://www.google.com/about/careers/applications/jobs/results/143562527844770502-trust-and-safety-analyst-manager/,521,,0.95
TSPA,"Manager, User Safety Operations, Trust and Safety",Google,,Ireland,Dublin,,Trust & Safety,,,,2026-08-03,,,,https://www.google.com/about/careers/applications/jobs/results/125761722353885894-manager/,https://www.google.com/about/careers/applications/jobs/results/125761722353885894-manager/,520,,0.95
TSPA,"Senior Analyst, Trust and Safety",Google,,Ireland,Dublin,,Trust & Safety,,,,2026-08-03,,,,https://www.google.com/about/careers/applications/jobs/results/112252190487126726-senior-analyst/,https://www.google.com/about/careers/applications/jobs/results/112252190487126726-senior-analyst/,519,,0.95
TSPA,Sr. Safety Specialist,Pinterest,,Ireland,Dublin,,Trust & Safety,,,,2026-08-03,,,,https://www.pinterestcareers.com/jobs/8078133/sr-safety-specialist/,https://www.pinterestcareers.com/jobs/8078133/sr-safety-specialist/,518,,0.95
TSPA,"Global Quality Program Manager, Law Enforcement Operations – Trust and Safety",TikTok,,Ireland,Dublin,,Trust & Safety,,,,2026-08-03,,,,https://lifeattiktok.com/search/7667947497975367941,https://lifeattiktok.com/search/7667947497975367941,517,,0.95
TSPA,Trust & Safety Program Manager,Wolt,,Germany,Berlin,,Trust & Safety,,,,2026-08-03,,,,https://careers.wolt.com/en/jobs/1/8014101,https://careers.wolt.com/en/jobs/1/8014101,516,,0.90
TSPA,"Director, Global Safety Regulatory Compliance",Match Group,,Ireland,Dublin,,Trust & Safety,,,,2026-08-03,,,,https://join.matchgroupcareers.com/careers/job/43064690-director-global-safety-regulatory-compliance-dublin-ireland,https://join.matchgroupcareers.com/careers/job/43064690-director-global-safety-regulatory-compliance-dublin-ireland,515,,0.95
TSPA,"Lead, Payment Abuse Operations",LinkedIn,,Ireland,Dublin,,Trust & Safety,,,,2026-08-03,,,,https://www.linkedin.com/jobs/view/4449001680/,https://www.linkedin.com/jobs/view/4449001680/,514,,0.85
TSPA,"Product Manager, Core User Protection, Platforms and Services",Google,,Brazil,São Paulo; Belo Horizonte,,Trust & Safety,,,,2026-08-03,,,,https://www.google.com/about/careers/applications/jobs/results/98191910669034182-product-manager/,https://www.google.com/about/careers/applications/jobs/results/98191910669034182-product-manager/,513,,0.90
TSPA,Trust & Safety Coordinator,Veho,,Colombia,Bogotá,,Trust & Safety,,,,2026-08-03,,,,https://jobs.ashbyhq.com/veho-tech-inc/18997293-a36e-4b7b-9250-834e3465aeb2,https://jobs.ashbyhq.com/veho-tech-inc/18997293-a36e-4b7b-9250-834e3465aeb2,512,,0.85
TSPA,Senior Machine Learning Engineer,Thorn,,United States,Remote,,Trust & Safety,,,,2026-08-03,,,,https://www.thorn.org/careers/application/?gh_jid=8662222002,https://www.thorn.org/careers/application/?gh_jid=8662222002,511,,0.85
TSPA,Signals Intelligence Specialist,Meta,,Australia,Sydney,,Trust & Safety,,,,2026-08-03,,,,https://www.metacareers.com/profile/job_details/1716228459591115/,https://www.metacareers.com/profile/job_details/1716228459591115/,510,,0.90
TSPA,Product Policy – Youth Policy Manager,OpenAI,,United States,"San Francisco, CA",,Trust & Safety,,,,2026-08-03,,,,https://openai.com/careers/product-policy-youth-policy-manager-san-francisco/,https://openai.com/careers/product-policy-youth-policy-manager-san-francisco/,509,,0.90
TSPA,"Policy Manager, Cross-Issue and Product Policy – Trust and Safety",TikTok,,United States,"San Francisco, CA",,Trust & Safety,,,,2026-08-03,,,,https://lifeattiktok.com/search/7664730219235985717,https://lifeattiktok.com/search/7664730219235985717,508,,0.95
ASC,"Assistant Professor (Violent, Global, Transnational Crime)",University of Alabama,Department of Criminology and Criminal Justice,United States,"Tuscaloosa, AL",Assistant Professor,"Violent crime, global or comparative criminology, transnational crime",,,,2026-08-03,Open until filled,,,https://cj.ua.edu/,https://cj.ua.edu/,457,,
"ACJS, ASC","Tenure-Track Assistant Professor - Department of Criminology, Law and Society",George Mason University,"Department of Criminology, Law and Society",United States,"Fairfax, VA",Assistant Professor,"Open (Criminology, Criminal Justice, Law and Society)",,,,2026-08-03,2026-09-01,,,https://careers.acjs.org/job/tenure-track-assistant-professor-department-of-criminology-law-and-society/85401192/,"https://careers.acjs.org/job/tenure-track-assistant-professor-department-of-criminology-law-and-society/85401192/, https://listings.jobs.gmu.edu/jobs/tenure-track-assistant-professor-fairfax-va-virginia-united-states-other-7327cee6-e47e-4c43-aceb-9c4425407d72",452,,
TSPA,Senior Machine Learning Engineer Manager – TikTok Trust & Safety,TikTok,,United States,"San Jose, CA",Other,Engineering,,,,2026-08-03,,,,https://lifeattiktok.com/search/7613157691968112949,https://lifeattiktok.com/search/7613157691968112949,450,,
TSPA,"Senior Data Analyst – Trust, Safety, and Fraud Analytics",Rover,,United States,"Seattle, WA",Other,Analytics,,,,2026-08-03,,,,https://jobs.lever.co/rover/a79df802-9fbc-42af-a698-44ac68ab538f,https://jobs.lever.co/rover/a79df802-9fbc-42af-a698-44ac68ab538f,449,,
TSPA,Trust & Safety Specialist,Roadie,,United States,Remote,Other,Trust and Safety,,,,2026-08-03,,,,https://job-boards.greenhouse.io/roadie/jobs/8608837002,https://job-boards.greenhouse.io/roadie/jobs/8608837002,447,,
TSPA,Trust & Safety Specialist I,GitHub,,United States,Remote,Other,Trust and Safety,,,,2026-08-03,,,,https://githubinc.jibeapply.com/jobs/5549,https://githubinc.jibeapply.com/jobs/5549,445,,
TSPA,"Staff Program Manager, Trust & Safety",Mozilla,,United States,Remote,Other,Program/Product Management,,,,2026-08-03,,,,https://job-boards.greenhouse.io/mozilla/jobs/8029047,https://job-boards.greenhouse.io/mozilla/jobs/8029047,444,,
TSPA,Retail and Play Program Lead – Trust & Safety,Wizards of the Coast,,United States,"Renton, WA",Other,Trust and Safety,,,,2026-08-03,,,,https://job-boards.greenhouse.io/hasbro/jobs/4267523009,https://job-boards.greenhouse.io/hasbro/jobs/4267523009,443,,
TSPA,"Trust, Safety and Integrity Counsel",Reflection,,United Kingdom; United States,"London, UK; New York, NY; San Francisco, CA; Washington, D.C.",Other,Legal,,,,2026-08-03,,,,https://jobs.ashbyhq.com/reflectionai/b1c2e64b-6fd5-4562-96e5-fa5dea31d12f,https://jobs.ashbyhq.com/reflectionai/b1c2e64b-6fd5-4562-96e5-fa5dea31d12f,442,,
TSPA,Trust & Safety Operations and Tooling Manager,Salesforce,,United States,"Seattle, WA; Atlanta, GA; Herndon, VA; Mclean, VA",Other,Operations,,,,2026-08-03,,,,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/Washington---Seattle/Manager--Technology-Program-Management_JR349279-1,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/Washington---Seattle/Manager--Technology-Program-Management_JR349279-1,439,,
jobs.ac.uk,Lecturer/Senior Lecturer in Probation and Community Justice,De Montfort University,School of Applied Social Sciences,United Kingdom,Leicester,Assistant Professor,Probation and Community Justice,,,,2026-07-31,2026-09-25,,,https://www.jobs.ac.uk/job/DSL459/lecturer-senior-lecturer-in-probation-and-community-justice,https://www.jobs.ac.uk/job/DSL459/lecturer-senior-lecturer-in-probation-and-community-justice,471,,
HigherEdJobs,"Director, Criminal Justice Graduate Program",Endicott College,"School of Social Sciences, Communication and Legal Studies",United States,"Beverly, MA",Other,Criminal Justice Graduate Program (director/administrative),,,,2026-07-31,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179514770,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179514770,420,,
HigherEdJobs,Assistant Professor of Criminal Justice,University of Wisconsin - Eau Claire,Department of Political Science & Criminal Justice,United States,"Eau Claire, WI",Assistant Professor,"Research methods, policing, corrections",,,,2026-07-30,2026-10-01,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179513905,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179513905,422,,
HigherEdJobs,Department Chair of Public Safety and Instructor - Criminal Justice,Weatherford College,Public Safety,United States,"Weatherford, TX",Other,Public Safety / Criminal Justice (chair),,,,2026-07-30,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179514093,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179514093,421,,
HigherEdJobs,"Assistant Professor (Criminology, 2nd position)",Mississippi State University,Department of Sociology,United States,"Mississippi State, MS",Assistant Professor,Criminology,,,,2026-07-28,2026-09-30,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179511011,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179511011,426,,
HigherEdJobs,Assistant Professor (Criminology),Mississippi State University,Department of Sociology,United States,"Mississippi State, MS",Assistant Professor,Criminology,,,,2026-07-28,2026-09-30,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179511012,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179511012,425,,
HigherEdJobs,"Assistant Professor-in-Residence, Criminal Justice",University of Nevada Las Vegas,Department of Criminal Justice,United States,"Las Vegas, NV",Assistant Professor,Policing / police administration,,,,2026-07-28,2026-08-21,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179511102,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179511102,424,,
HigherEdJobs,Assistant Professor of Criminology & Criminal Justice Sciences,Barton College,School of Education & Social Sciences,United States,"Wilson, NC",Assistant Professor,Criminology and Criminal Justice Sciences,,,,2026-07-28,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179511167,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179511167,423,,
ASC,Assistant Professor,"John Jay College, CUNY",Department of Criminal Justice,United States,"New York, NY",Assistant Professor,"Criminology, criminal law and race, crime and racial subjectivities",,,,2026-07-28,2026-09-15,,,https://www.jjay.cuny.edu/,https://www.jjay.cuny.edu/,419,,
"ACJS, ASC",Assistant Professor,"California State University, Fresno","Department of Criminology, College of Social Sciences",United States,"Fresno, CA",Assistant Professor,Open,,,,2026-07-28,Open until filled,,,https://careers.acjs.org/job/assistant-professor/85301885/,"https://careers.acjs.org/job/assistant-professor/85301885/, https://www.fresnostate.edu/",418,,
HigherEdJobs,Assistant Professor of Criminal Justice,Chowan University,Department of Criminal Justice,United States,"Murfreesboro, NC",Assistant Professor,Criminal Justice,,,,2026-07-27,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179510793,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179510793,427,,
